Name,NOC,Discipline
IWAZAKI Suguru,Japan,Baseball/Softball
IZUMIYA Shunsuke,Japan,Athletics
KAGAWA Mele Yua Havili,Japan,Rugby Sevens
KAI Takuya,Japan,Baseball/Softball
KAJIHARA Yumi,Japan,Cycling Track
KAJIKI Marin,Japan,Rugby Sevens
KAMETANI Sakura,Japan,Handball
KAMEYAMA Kohei,Japan,Artistic Gymnastics
KANAI Taio,Japan,Athletics
KANAMARU Kosuke,Japan,Basketball
KANEKO Hiromi,Japan,Cycling Road
KANO Ryota,Japan,Rugby Sevens
KARAURIA-HENRY Brackin,Japan,Rugby Sevens
KASAHARA Kenya,Japan,Handball
KATSUKI Hayato,Japan,Athletics
KAWABATA Hitomi,Japan,Baseball/Softball
KAWABATA Kaito,Japan,Athletics
KAWAGUCHI Kako,Japan,Water Polo
KAWAI Mike,Japan,Equestrian
KAWAI Risako,Japan,Wrestling
KAWAI Yukako,Japan,Wrestling
KAWAMOTO Takeshi,Japan,Swimming
KAWANO Masatora,Japan,Athletics
KAWATA Yuki,Japan,Archery
KAYA Kazuma,Japan,Artistic Gymnastics
KIDA Yumi,Japan,Marathon Swimming
KIJIMA Moeka,Japan,Artistic Swimming
KIKUCHI Ryosuke,Japan,Baseball/Softball
KIMURA Ayako,Japan,Athletics
KIMURA Tomoka,Japan,Athletics
KIRIAKE Teruko,Japan,Canoe Sprint
KIRISHITA Yoshiki,Japan,Hockey
KIRYU Yoshihide,Japan,Athletics
KISHI Daiki,Japan,Trampoline Gymnastics
KISHIMOTO Niina,Japan,Triathlon
KITA Sumire,Japan,Rhythmic Gymnastics
KITAGUCHI Haruka,Japan,Athletics
KITAHARA Hiroyuki,Japan,Equestrian
KITAJIMA Ryuzo,Japan,Equestrian
KITAMURA Nanami,Japan,Football
KITAZATO Kenji,Japan,Hockey
KITAZONO Takeru,Japan,Artistic Gymnastics
KIYOHARA Nayu,Japan,Baseball/Softball
KIYUNA Ryo,Japan,Karate
KOBATA Mako,Japan,Volleyball
KOBAYASHI Kai,Japan,Athletics
KOBAYASHI Yuka,Japan,Cycling Track
KOBORI Waka,Japan,Swimming
KODAMA Mei,Japan,Athletics
KOGA Sarina,Japan,Volleyball
KOGA Yuta,Japan,Athletics
KOIDE Mifuyu,Japan,Rugby Sevens
KOIDE Miku,Japan,Water Polo
KOIKE Yuki,Japan,Athletics
KOIZUMI Ibuki,Japan,Sailing
KOMINAMI Takuto,Japan,Athletics
KONDO Maharu,Japan,Handball
KONDO YOSHIDA Ai,Japan,Sailing
KONDOH Kensuke,Japan,Baseball/Softball
KONISHI Anna,Japan,Swimming
KONNAI Mitsunori,Japan,Weightlifting
KOPPU Harukiirario,Japan,Water Polo
KOZUKA Miki,Japan,Hockey
KUBO Takefusa,Japan,Football
KUBOTA Manaka,Japan,Canoe Sprint
KUDO Kyoko,Japan,Water Polo
KUMAGAI Saki,Japan,Football
KURIBAYASHI Ryoji,Japan,Baseball/Softball
KURIHARA Ryoya,Japan,Baseball/Softball
KUROGO Ai,Japan,Volleyball
KUROKAWA Kazuki,Japan,Athletics
KYOGOKU Okina,Japan,Artistic Swimming
MACHIDA Koki,Japan,Football
MACHIDA Rui,Japan,Basketball
MAEDA Daizen,Japan,Football
MAEDA Honami,Japan,Athletics
MAEDA Mahina,Japan,Surfing
MANO Yukari,Japan,Hockey
MARUO Satoshi,Japan,Athletics
MASUDA Nariyuki,Japan,Cycling Road
MATSUDA Mizuki,Japan,Athletics
MATSUDA Rinka,Japan,Rugby Sevens
MATSUEDA Hiroki,Japan,Athletics
MATSUI Chihito,Japan,Rugby Sevens
MATSUMOTO Katsuhiro,Japan,Swimming
MATSUMOTO Mayu,Japan,Badminton
MATSUMOTO Natsuha,Japan,Hockey
MATSUMOTO Takayuki,Japan,Shooting
MATSUSHITA Momotaro,Japan,Canoe Sprint
MATSUYAMA Hideki,Japan,Golf
MATSUYAMA Kyosuke,Japan,Fencing
MAWULI Evelyn,Japan,Basketball
MAWULI Stephanie,Japan,3x3 Basketball
McLACHLAN Ben,Japan,Tennis
MIKAMI Sayaka,Japan,Diving
MINAGAWA Hiroe,Japan,Wrestling
MINAMI Moeka,Japan,Football
MINAMIDE Taishin,Japan,Marathon Swimming
MINE Yukiyo,Japan,Baseball/Softball
MINOBE Kazuyasu,Japan,Fencing
MITOMA Kaoru,Japan,Football
MITSUHASHI Aki,Japan,Hockey
MIURA Narumi,Japan,Football
MIURA Rikako,Japan,Water Polo
MIYAGAWA Asato,Japan,Football
MIYAHARA Miho,Japan,Karate
MIYAKE Hiromi,Japan,Weightlifting
MIYAKE Shiori,Japan,Football
MIYAMOTO Hazuki,Japan,Diving
MIYAMOTO Masanori,Japan,Weightlifting
MIYATA Yusuke,Japan,Canoe Sprint
MIYAZAKI Saori,Japan,Basketball
MIYAZAWA Yuki,Japan,Basketball
MIYOSHI Koji,Japan,Football
MIYOSHI Naho,Japan,Basketball
MIZUMACHI Kotaro,Japan,Handball
MIZUMOTO Keiji,Japan,Canoe Sprint
MIZUNUMA Naoki,Japan,Swimming
MIZUTANI Jun,Japan,Table Tennis
MOMII Aki,Japan,Volleyball
MOMIKI Yuka,Japan,Football
MOMOTA Kento,Japan,Badminton
MORI Hikaru,Japan,Trampoline Gymnastics
MORI Kanon,Japan,Hockey
MORI Sayaka,Japan,Baseball/Softball
MORISHITA Masato,Japan,Baseball/Softball
MORIWAKI Yuito,Japan,Boxing
MOTOKI Hiroki,Japan,Handball
MOTOMURA Naoki,Japan,Rugby Sevens
MUKAI Shoichiro,Japan,Judo
MUKAIDA Mayu,Japan,Wrestling
MURA Ryuya,Japan,Swimming
MURAKAMI Kazuki,Japan,Diving
MURAKAMI Mai,Japan,Artistic Gymnastics
MURAKAMI Megumi,Japan,Beach Volleyball
MURAKAMI Munetaka,Japan,Baseball/Softball
MURATA Kazuma,Japan,Hockey
MURATAKE Rachid,Japan,Athletics
MUTO Hiroki,Japan,Archery
NAGAHARA Wakana,Japan,Badminton
NAGAI Yuma,Japan,Hockey
NAGAI Yuri,Japan,Hockey
NAGANO Yudai,Japan,Fencing
NAGAOKA Moeko,Japan,Basketball
NAGASAKO Yoshitaku,Japan,Cycling BMX Racing
NAGASE Takanori,Japan,Judo
NAGATA Hana,Japan,Rugby Sevens
NAGATA Shiori,Japan,Handball
NAGAYOSHI Ken,Japan,Hockey
NAITO Minori,Japan,Baseball/Softball
NAKAGUCHI Haruka,Japan,Shooting
NAKAJIMA Emi,Japan,Football
NAKAMURA Katsumi,Japan,Swimming
NAKAMURA Kisato,Japan,Cycling Track
NAKAMURA Miki,Japan,Archery
NAKAMURA Rimu,Japan,Cycling BMX Freestyle
NAKAMURA Shogo,Japan,Athletics
NAKAYAMA Funa,Japan,Skateboarding
NAKAYAMA Yukie,Japan,Shooting
NAKAYAMA Yuta,Japan,Football
NAMBA Miyu,Japan,Swimming
NAMIKI Tsukimi,Japan,Boxing
NANRI Kenji,Japan,Sailing
NARASAKI Tomoa,Japan,Sport Climbing
NARIMATSU Daisuke,Japan,Boxing
NARITA Kohei,Japan,Handball
NENER Kenji,Japan,Triathlon
NIIZAWA Yuki,Japan,Water Polo
NINOMIYA Makoto,Japan,Tennis
NISHIDA Reo,Japan,Diving
NISHIKORI Emi,Japan,Hockey
NISHIKORI Kei,Japan,Tennis
NISHIMURA Aori,Japan,Skateboarding
NISHIMURA Ken,Japan,Karate
NISHIOKA Risa,Japan,3x3 Basketball
NISHIOKA Yoshihito,Japan,Tennis
NISHIYA Momiji,Japan,Skateboarding
NITTA Yudai,Japan,Cycling Track
NIWA Koki,Japan,Table Tennis
NOGUCHI Akiyo,Japan,Sport Climbing
NOMURA Kana,Japan,Hockey
NONAKA Miho,Japan,Sport Climbing
NOSHITANI Sakura,Japan,Rhythmic Gymnastics
OCHIAI Hiromasa,Japan,Hockey
OCHIAI Tomoya,Japan,3x3 Basketball
ODAKURA Makoto,Japan,Triathlon
OHASHI Masaki,Japan,Hockey
OHASHI Yui,Japan,Swimming
OHNO Yudai,Japan,Baseball/Softball
OHYAMA Mana,Japan,Handball
OIKAWA Shihori,Japan,Hockey
OIKE Minato,Japan,Cycling BMX Freestyle
OISHI Ayami,Japan,Rowing
OIWA Chisaki,Japan,Rhythmic Gymnastics
OIWA Yoshiaki,Japan,Equestrian
OKADA Keiju,Japan,Sailing
OKADA Kumiko,Japan,Athletics
OKADA Naoya,Japan,Shooting
OKAMOTO Misugu,Japan,Skateboarding
OKAWA Keigo,Japan,Water Polo
OKAZAWA Sewonrets Quincy Mensah,Japan,Boxing
OKOYE Monica,Japan,Basketball
OKUHARA Nozomi,Japan,Badminton
OKUMURA Mai,Japan,Volleyball
OMOTO Rika,Japan,Swimming
OMOTO Sakurako,Japan,Hockey
ONO Shohei,Japan,Judo
ONO Yuka,Japan,Canoe Sprint
ONODERA Taishi,Japan,Volleyball
OSAKA Naomi,Japan,Tennis
OSAKO Keisuke,Japan,Football
OSAKO Suguru,Japan,Athletics
OTANI Mei,Japan,Rugby Sevens
OTOGURO Takuto,Japan,Wrestling
OTSUKA Shohei,Japan,Athletics
OTSUKA Tatsunori,Japan,Volleyball
OYAMA Shigetaka,Japan,Shooting
RI Haku,Japan,Volleyball
SADO Kazuki,Japan,Equestrian
SAGO Naoto,Japan,Karate
SAITO Ami,Japan,Athletics
SAITO Koki,Japan,Equestrian
SAITO Toshiya,Japan,Fencing
SAKAI Hiroki,Japan,Football
SAKAI Katsuyuki,Japan,Rugby Sevens
SAKAI Motoki,Japan,Handball
SAKAI Natsumi,Japan,Swimming
SAKAI Ryosuke,Japan,Trampoline Gymnastics
SAKAI Sho,Japan,Diving
SAKAMOTO Hayato,Japan,Baseball/Softball
SANI BROWN Abdul Hakim,Japan,Athletics
SASAKI Chizuru,Japan,Shooting
SASAKI Haruno,Japan,Handball
SATO Ayano,Japan,Canoe Slalom
SATO Eiken,Japan,Equestrian
SATO Kentaro,Japan,Athletics
SATO Nozomi,Japan,Fencing
SATO Shoma,Japan,Swimming
SCHAFER Avi Koki,Japan,Basketball
SEGAWA Kazumasa,Japan,Sailing
SEKITA Masahiro,Japan,Volleyball
SEKO Ayumu,Japan,Football
SENGA Koudai,Japan,Baseball/Softball
SERU Jose,Japan,Rugby Sevens
SETO Daiya,Japan,Swimming
SHIBAHARA Ena,Japan,Tennis
SHIGA Mitsuaki,Japan,Water Polo
SHIKINE Takahiro,Japan,Fencing
SHIMAMURA Haruyo,Japan,Volleyball
SHIMAMURA Tomohiro,Japan,Fencing
SHIMAZU Rena,Japan,Modern Pentathlon
SHIMIZU Kiyou,Japan,Karate
SHIMIZU Kunihiro,Japan,Volleyball
SHIMIZU Mayu,Japan,Rugby Sevens
SHIMIZU Risa,Japan,Football
SHIMIZU Yusuke,Japan,Water Polo
SHINOZAKI Mio,Japan,3x3 Basketball
SHIOJIRI Kazuya,Japan,Athletics
SHIOKOSHI Yuzuho,Japan,Football
SHIOTA Sayo,Japan,Handball
SHIOYA Minami,Japan,Water Polo
SHIRAI Sora,Japan,Skateboarding
SHIRAKO Miyu,Japan,Rugby Sevens
SHIRATORI Katsuhiro,Japan,Beach Volleyball
SHIROYAMA Shoutarou,Japan,Athletics
SOEJIMA Kameli Raravou,Japan,Rugby Sevens
SOMEYA Mayumi,Japan,Karate
SONE Akira,Japan,Judo
SONODA Keigo,Japan,Badminton
STREETS Kaito,Japan,Fencing
SUGASAWA Yuika,Japan,Football
SUGIHARA Aiko,Japan,Artistic Gymnastics
SUGIMOTO Sayuri,Japan,Rhythmic Gymnastics
SUGIOKA Naoki,Japan,Handball
SUGITA Hina,Japan,Football
SUGITA Yuichi,Japan,Tennis
SUNAGA Yuki,Japan,Sailing
SUNAMA Keita,Japan,Swimming
SUNAMI Kaho,Japan,Handball
SUSAKI Yui,Japan,Wrestling
SUZUKI Aoto,Japan,Athletics
SUZUKI Ayuka,Japan,Rhythmic Gymnastics
SUZUKI Ayuko,Japan,Athletics
SUZUKI Ricardo,Japan,Taekwondo
SUZUKI Seiya,Japan,Baseball/Softball
SUZUKI Sergio,Japan,Taekwondo
SUZUKI Zion,Japan,Football
TADA Shuhei,Japan,Athletics
TAIRA Kaima,Japan,Baseball/Softball
TAKADA Maki,Japan,Basketball
TAKAHASHI Eiki,Japan,Athletics
TAKAHASHI Leo,Japan,Sailing
TAKAHASHI Masanao,Japan,Equestrian
TAKAHASHI Ran,Japan,Volleyball
TAKAHASHI Yuki,Japan,Wrestling
TAKAHASHI Yuko,Japan,Triathlon
TAKAMIYA Natsumi,Japan,Modern Pentathlon
TAKANO Sena,Japan,Sailing
TAKARADA Saori,Japan,Football
TAKATA Mitsuru,Japan,Water Polo
TAKATANI Sohsuke,Japan,Wrestling
TAKATO Naohisa,Japan,Judo
TAKAYAMA Shunya,Japan,Athletics
TAKENAKA Nanami,Japan,Rhythmic Gymnastics
TAMAI Rikuto,Japan,Diving
TAMURA Norika,Japan,Fencing
TANABE Yuki,Japan,Handball
TANAKA Ao,Japan,Football
TANAKA Daiki,Japan,Basketball
TANAKA Kaho,Japan,Hockey
TANAKA Kaito,Japan,Hockey
TANAKA Kenta,Japan,Hockey
TANAKA Masahiro,Japan,Baseball/Softball
TANAKA Mina,Japan,Football
TANAKA Nozomi,Japan,Athletics
TANAKA Ryomei,Japan,Boxing
TANAKA Seren,Japan,Hockey
TANAKA Toshiyuki,Japan,Equestrian
TANI Kosei,Japan,Football
TANIGAWA Ageha,Japan,Swimming
TANIGAWA Wataru,Japan,Artistic Gymnastics
TASHIRO Kanami,Japan,Volleyball
TASHIRO Miku,Japan,Judo
TERADA Asuka,Japan,Athletics
TERAMURA Miho,Japan,Swimming
TERAUCHI Ken,Japan,Diving
TOBE Naoto,Japan,Athletics
TODO Nanako,Japan,Basketball
TOGASHI Yuki,Japan,Basketball
TOKOQIO Sosiceni,Japan,Rugby Sevens
TOKUDA Rennosuke,Japan,Handball
TOKUDA Shinnosuke,Japan,Handball
TOKUMOTO Marina,Japan,Water Polo
TOKUNAN Kenta,Japan,Fencing
TOME Takanori,Japan,Canoe Sprint
TOMINAGA Keisei,Japan,3x3 Basketball
TOMITA Chiaki,Japan,Rowing
TOMIYASU Takehiro,Japan,Football
TOMIZAWA Makoto,Japan,Sailing
TOMOTO Kazuma,Japan,Equestrian
TONAKI Funa,Japan,Judo
TORIYAMA Mai,Japan,Hockey
TOYODA Masaki,Japan,Athletics
TSUHA Hibiki,Japan,Athletics
TSUJI Sumire,Japan,Fencing
TSUKAMOTO Mayu,Japan,Artistic Swimming
TSUNEYAMA Kanta,Japan,Badminton
TSUOKA Shotaro,Japan,Rugby Sevens
TSURUTA Remi,Japan,Athletics
TSUTSUMI Honoka,Japan,Rugby Sevens
TSUZUKI Amuro,Japan,Surfing
TUIAKI Fisipuna,Japan,Rugby Sevens
TUPOU Tevita,Japan,Rugby Sevens
TUQIRI Lote,Japan,Rugby Sevens
UCHIMURA Kohei,Japan,Artistic Gymnastics
UEDA Ayase,Japan,Football
UEKUSA Ayumi,Japan,Karate
UENO Yuka,Japan,Fencing
UENO Yukiko,Japan,Baseball/Softball
UMENO Ryutaro,Japan,Baseball/Softball
URA Eruna,Japan,Water Polo
URABE Ran,Japan,Athletics
UYAMA Megu,Japan,Trampoline Gymnastics
UYAMA Satoru,Japan,Fencing
VENDRAME Leo,Japan,Basketball
WAKIMOTO Yuta,Japan,Cycling Track
WALSH Julian Jrummi,Japan,Athletics
WATANABE Hugh,Japan,Basketball
WATANABE Jin,Japan,Handball
WATANABE Kanako,Japan,Swimming
WATANABE Kota,Japan,Hockey
WATANABE Yuta,Japan,Badminton
WATANABE Yuta,Japan,Basketball
WOLF Aaron,Japan,Judo
YABIKU Shohei,Japan,Wrestling
YAGI Kanae,Japan,Weightlifting
YAMADA Aki,Japan,Hockey
YAMADA Masaru,Japan,Fencing
YAMADA Miyu,Japan,Taekwondo
YAMADA Nichika,Japan,Volleyball
YAMADA Satoko,Japan,Shooting
YAMADA Shota,Japan,Hockey
YAMADA Tetsuto,Japan,Baseball/Softball
YAMAGATA Ryota,Japan,Athletics
YAMAGUCHI Akane,Japan,Badminton
YAMAGUCHI Kosei,Japan,Athletics
YAMAMOTO Kohei,Japan,Cycling Mountain Bike
YAMAMOTO Mai,Japan,3x3 Basketball
YAMAMOTO Minori,Japan,Water Polo
YAMAMOTO Seito,Japan,Athletics
YAMAMOTO Tomohiro,Japan,Volleyball
YAMAMOTO Toshiki,Japan,Weightlifting
YAMAMOTO Yoshinobu,Japan,Baseball/Softball
YAMAMOTO Yu,Japan,Baseball/Softball
YAMANAKA Yuno,Japan,Athletics
YAMASAKI Koji,Japan,Hockey
YAMASAKI Yasuaki,Japan,Baseball/Softball
YAMASHITA Ayaka,Japan,Football
YAMASHITA Jun,Japan,Athletics
YAMASHITA Manabu,Japan,Hockey
YAMAUCHI Akihiro,Japan,Volleyball
YAMAUCHI Azusa,Japan,Archery
YAMAUCHI Hiromu,Japan,Athletics
YAMAZAKI Anna,Japan,Sailing
YAMAZAKI Saki,Japan,Baseball/Softball
YANAGISAWA Akane,Japan,Artistic Swimming
YANAGITA Hiroki,Japan,Athletics
YASUNAGA Mashiro,Japan,Artistic Swimming
YASUOKA Ryuto,Japan,3x3 Basketball
YAZAWA Aki,Japan,Canoe Slalom
YOKOSHIMA Aya,Japan,Handball
YOKOTA Kiko,Japan,Rhythmic Gymnastics
YONAMINE Eri,Japan,Cycling Road
YOSHIDA Masataka,Japan,Baseball/Softball
YOSHIDA Maya,Japan,Football
YOSHIDA Megumu,Japan,Artistic Swimming
YOSHIDA Shuichi,Japan,Handball
YOSHIDA Takuma,Japan,Water Polo
YOSHIDA Tsukasa,Japan,Judo
YOSHIKAWA Takashi,Japan,Hockey
YOSHINO Tatsuki,Japan,Handball
YOSHIOKA Dai,Japan,Shooting
YOSHIOKA Miho,Japan,Sailing
YOSOZUMI Sakura,Japan,Skateboarding
ZENDANA Hirotaka,Japan,Hockey
ABU RABEE Asma,Jordan,Shooting
AL-SADEQ Julyana,Jordan,Taekwondo
AL-WIR Amro,Jordan,Swimming
ALHINDAWI Odai Riyad Adel,Jordan,Boxing
ALKASBEH Obada Mohammad Mustafa,Jordan,Boxing
ALWADI Mohammad,Jordan,Boxing
BISHARAT Ibrahim Hani,Jordan,Equestrian
BOSHNAK Aliya,Jordan,Athletics
EASHASH Zeyad Eishaih Hussein,Jordan,Boxing
EYAL SLMAN Younis,Jordan,Judo
IASHAISH Hussein Eishaish Hussein,Jordan,Boxing
ABDULLIN Ilfat,Kazakhstan,Archery
ADILKHANOVA Alina,Kazakhstan,Rhythmic Gymnastics
AINAGULOV Mirambek,Kazakhstan,Wrestling
AKHMETOVA Tatyana,Kazakhstan,Wrestling
ALTAYEV Altay,Kazakhstan,Water Polo
AMANKUL Abilkhan,Kazakhstan,Boxing
ARTYUKH Danil,Kazakhstan,Water Polo
ASSADILOV Darkhan,Kazakhstan,Karate
AUBAKIROV Miras,Kazakhstan,Water Polo
AZHIKANOV Nurkanat,Kazakhstan,Karate
BALANDIN Dmitriy,Kazakhstan,Swimming
BATIRMURZAEV Yusup,Kazakhstan,Wrestling
BERULTSEVA Sofya,Kazakhstan,Karate
BIBOSSINOV Saken,Kazakhstan,Boxing
BOZBAYEV Islam,Kazakhstan,Judo
BUBLIK Alexander,Kazakhstan,Tennis
CHINSHANLO Zulfiya,Kazakhstan,Weightlifting
DENIZ Cansel,Kazakhstan,Taekwondo
DIYAS Zarina,Kazakhstan,Tennis
DUBOVITSKAYA Nadezhda,Kazakhstan,Athletics
EKTOVA Irina,Kazakhstan,Athletics
GALBADRAKH Otgontsetseg,Kazakhstan,Judo
GANKIN Denis,Kazakhstan,Archery
GERASSIMENKO Kirill,Kazakhstan,Table Tennis
GOLUBEV Andrey,Kazakhstan,Tennis
GRUZDEV Dmitriy,Kazakhstan,Cycling Road
ILYASHENKO Pavel,Kazakhstan,Modern Pentathlon
ISLAMOVA Valentina Ivanovna,Kazakhstan,Wrestling
KAISANOV Daniyar,Kazakhstan,Wrestling
KARIMI Milad,Kazakhstan,Artistic Gymnastics
KHAIBULLIN Rishat,Kazakhstan,Sport Climbing
KHAMZA Didar,Kazakhstan,Judo
KRAVCHENKO Zoya,Kazakhstan,Shooting
KUKUSHKIN Mikhail,Kazakhstan,Tennis
KULIKOV Alexandr,Kazakhstan,Canoe Slalom
KUNKABAYEV Kamshybek,Kazakhstan,Boxing
KURBANOV Ruslan,Kazakhstan,Fencing
LAVROVA Anastassiya,Kazakhstan,Table Tennis
LEVIT Vassiliy,Kazakhstan,Boxing
LIPILIN Pavel,Kazakhstan,Water Polo
LITVIN Mikhail,Kazakhstan,Athletics
LUTSENKO Alexey,Kazakhstan,Cycling Road
MAKHMETOV Madikhan,Kazakhstan,Water Polo
MAMAZHANOVA Zhanna,Kazakhstan,Athletics
MARKOVIC Dusan,Kazakhstan,Water Polo
MUSSAYEV Sanzhar,Kazakhstan,Archery
NAZAROVA Diana,Kazakhstan,Swimming
NEMICH Alexandra,Kazakhstan,Artistic Swimming
NEMICH Yekaterina,Kazakhstan,Artistic Swimming
NIYAZBEKOV Daulet,Kazakhstan,Wrestling
NURDAULETOV Bekzad,Kazakhstan,Boxing
ORYNBAY Assem,Kazakhstan,Shooting
OVCHINNIKOVA Kristina,Kazakhstan,Athletics
OVCHINNIKOVA Mariya,Kazakhstan,Athletics
PONOMARYOV Sergey,Kazakhstan,Cycling Track
POTAPENKO Elena,Kazakhstan,Modern Pentathlon
PRONSKIY Vadim,Kazakhstan,Cycling Road
PUTINTSEVA Yulia,Kazakhstan,Tennis
RATOVA Aiman,Kazakhstan,Athletics
RUDAY Mikhail,Kazakhstan,Water Polo
RYABETS Nadezhda,Kazakhstan,Boxing
RYBAKINA Elena,Kazakhstan,Tennis
RYPAKOVA Olga,Kazakhstan,Athletics
SAFRONOVA Olga,Kazakhstan,Athletics
SANAYEV Nurislam,Kazakhstan,Wrestling
SERGEYEVA Natalya,Kazakhstan,Canoe Sprint
SERIKZHANOV Yerlan,Kazakhstan,Judo
SHEIKO Georgiy,Kazakhstan,Athletics
SHMIDER Alexey,Kazakhstan,Water Polo
SHVEDOV Stanislav,Kazakhstan,Water Polo
SHVEDOVA Yaroslava,Kazakhstan,Tennis
SMAGULOV Zhansay,Kazakhstan,Judo
SMETOV Yeldos,Kazakhstan,Judo
SMIRNOVA Yekaterina,Kazakhstan,Canoe Slalom
SON Igor,Kazakhstan,Weightlifting
SYZDYKOVA Elmira,Kazakhstan,Wrestling
TEMIRZHANOV Serik,Kazakhstan,Boxing
TORLOPOVA Margarita,Kazakhstan,Canoe Sprint
TURSYNOV Nursultan,Kazakhstan,Wrestling
UKUMANOV Rustam,Kazakhstan,Water Polo
USSOVA Svetlana,Kazakhstan,Canoe Sprint
VUKSANOVIC Srdan,Kazakhstan,Water Polo
YAKOVLEV Vladislav,Kazakhstan,Rowing
YEMELYANOV Sergey,Kazakhstan,Canoe Sprint
YEMELYANOV Timofey,Kazakhstan,Canoe Sprint
YULDASHEV Daniyar,Kazakhstan,Karate
YURKOV Yuriy,Kazakhstan,Shooting
ZAKHAROV Artyom,Kazakhstan,Cycling Track
ZHADRAYEV Demeu,Kazakhstan,Wrestling
ZHANGBYRBAY Moldir,Kazakhstan,Karate
ZHAPAROV Ruslan,Kazakhstan,Taekwondo
ZHUSSUPOV Ablaikhan,Kazakhstan,Boxing
AGERO Eden,Kenya,Rugby Sevens
AKINYI Elizabeth,Kenya,Boxing
AMBAKA Willy,Kenya,Rugby Sevens
AMONDE Andrew,Kenya,Rugby Sevens
ATIENO Camilla,Kenya,Rugby Sevens
BETT Leonard Kipkemoi,Kenya,Athletics
CHEBET Winny,Kenya,Athletics
CHELANGAT Sheila,Kenya,Athletics
CHEMTAI Emmaculate,Kenya,Volleyball
CHEPKOECH Beatrice,Kenya,Athletics
CHEPNGETICH Ruth,Kenya,Athletics
CHEPTAI Irine,Kenya,Athletics
CHERONO Lawrence,Kenya,Athletics
EBENYO Daniel Simiu,Kenya,Athletics
EMANIMAN Gladys Ekaru,Kenya,Volleyball
HUMWA Herman,Kenya,Rugby Sevens
INJERA Collins,Kenya,Rugby Sevens
JEBITOK Edinah,Kenya,Athletics
JEPCHIRCHIR Peres,Kenya,Athletics
JEPKIRUI Pamela,Kenya,Volleyball
KAEI Lorine Chebet,Kenya,Volleyball
KALII Hellen Syombua,Kenya,Athletics
KAMWOROR Geoffrey,Kenya,Athletics
KASAYA Leonida,Kenya,Volleyball
KHADAMBI Brackcides,Kenya,Beach Volleyball
KIBIWOT Abraham,Kenya,Athletics
KIGEN Benjamin,Kenya,Athletics
KIMELI Nicholas Kipkorir,Kenya,Athletics
KIPCHOGE Eliud,Kenya,Athletics
KIPRONO Sharon Chepchumba,Kenya,Volleyball
KIPRUTO Amos,Kenya,Athletics
KIPSANG Abel,Kenya,Athletics
KIPYEGON Faith,Kenya,Athletics
KIRUI Purity,Kenya,Athletics
KIYENG Hyvin,Kenya,Athletics
KOSGEI Brigid,Kenya,Athletics
KUNDU Agripina Khayesi,Kenya,Volleyball
LANGAT Weldon,Kenya,Athletics
LINDO Christabel,Kenya,Rugby Sevens
LUSENAKA Joy,Kenya,Volleyball
MAKOKHA Gaudencia,Kenya,Beach Volleyball
MASAI Samwel,Kenya,Athletics
MOIM Mercy,Kenya,Volleyball
MORAA Mary,Kenya,Athletics
MUKUVILANI Edith,Kenya,Volleyball
MURAMBI Noel,Kenya,Volleyball
MUTETI Emily,Kenya,Swimming
NDUNDE Sarah,Kenya,Rugby Sevens
OBIRI Hellen,Kenya,Athletics
OCHOLA Elly Ajowi,Kenya,Boxing
ODHIAMBO Billy,Kenya,Rugby Sevens
ODHIAMBO Mark Otieno,Kenya,Athletics
OKOTH Nicholas Okong'o,Kenya,Boxing
OKUMU Judith,Kenya,Rugby Sevens
OKWACH Vivian,Kenya,Rugby Sevens
OLANDO Philadelphia,Kenya,Rugby Sevens
OLINDI Johnstone,Kenya,Rugby Sevens
OLUOCH Jeff,Kenya,Rugby Sevens
OMONDI Sinaida,Kenya,Rugby Sevens
OMURWA Ferdinand,Kenya,Athletics
ONGARE Christine,Kenya,Boxing
ONYALA Vincent,Kenya,Rugby Sevens
OTIENO Alvin,Kenya,Rugby Sevens
OUMA Grace,Kenya,Rugby Sevens
OYOO Nelson,Kenya,Rugby Sevens
RENGERUK Lilian Kasait,Kenya,Athletics
ROSAFIO Danilo,Kenya,Swimming
ROTICH Ferguson Cheruiyot,Kenya,Athletics
SARUNI Michael,Kenya,Athletics
SAWE Mathew,Kenya,Athletics
SIMOTWO Charles Cheboi,Kenya,Athletics
SUM Eunice Jepkoech,Kenya,Athletics
TAABU Daniel,Kenya,Rugby Sevens
TIROP Agnes Jebet,Kenya,Athletics
TUEI Emily Cherotich,Kenya,Athletics
WAIRIMU Jane Wacu,Kenya,Volleyball
WAMBUI Leah,Kenya,Rugby Sevens
YEGO Julius,Kenya,Athletics
BIRIBO Kinaua,Kiribati,Judo
KATOATAU Ruben,Kiribati,Weightlifting
MWEA Lataisi,Kiribati,Athletics
GJAKOVA Akil,Kosovo,Judo
HAJDARI Musa,Kosovo,Athletics
IBRAHIMI Drilon,Kosovo,Shooting
KELMENDI Majlinda,Kosovo,Judo
KONDIROLLI Olt,Kosovo,Swimming
KRASNIQI Distria,Kosovo,Judo
KUKA Loriana,Kosovo,Judo
SADIKU Donjeta,Kosovo,Boxing
SHALA Egzon,Kosovo,Wrestling
ZEQIRI Eda,Kosovo,Swimming
AL FAIHAN Abdulrahman,Kuwait,Shooting
AL RASHEDI Mansour,Kuwait,Shooting
ALFADHEL Abdulrahman,Kuwait,Rowing
ALMOSAWI Sayed Mohammed,Kuwait,Karate
